TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	97/10/31
TIME	21:43:24
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	400.0000
NPOINTS	801
FIRSTY	0.00018
MAXY	0.21720
MINY	-0.00004
XYDATA
149.5000	0.01663
150.0000	0.01664
150.5000	0.01671
151.0000	0.01664
151.5000	0.01656
152.0000	0.01662
152.5000	0.01666
153.0000	0.0167
153.5000	0.01671
154.0000	0.01657
154.5000	0.0166
155.0000	0.01672
155.5000	0.01668
156.0000	0.01662
156.5000	0.01659
157.0000	0.0166
157.5000	0.01663
158.0000	0.01666
158.5000	0.01666
159.0000	0.01662
159.5000	0.01672
160.0000	0.0167
160.5000	0.01664
161.0000	0.01663
161.5000	0.01671
162.0000	0.0167
162.5000	0.01663
163.0000	0.01664
163.5000	0.01664
164.0000	0.01668
164.5000	0.01665
165.0000	0.0166
165.5000	0.01671
166.0000	0.01678
166.5000	0.01674
167.0000	0.01665
167.5000	0.01661
168.0000	0.0166
168.5000	0.01654
169.0000	0.01662
169.5000	0.01664
170.0000	0.01666
170.5000	0.01665
171.0000	0.0166
171.5000	0.0166
172.0000	0.01654
172.5000	0.01658
173.0000	0.01665
173.5000	0.01668
174.0000	0.01666
174.5000	0.01665
175.0000	0.01662
175.5000	0.01669
176.0000	0.01672
176.5000	0.01674
177.0000	0.01669
177.5000	0.01665
178.0000	0.01664
178.5000	0.01656
179.0000	0.01662
179.5000	0.01673
180.0000	0.01663
180.5000	0.01661
181.0000	0.01667
181.5000	0.01668
182.0000	0.01671
182.5000	0.01679
183.0000	0.0168
183.5000	0.0166
184.0000	0.01647
184.5000	0.01653
185.0000	0.01669
185.5000	0.01666
186.0000	0.01655
186.5000	0.01657
187.0000	0.01662
187.5000	0.01664
188.0000	0.01659
188.5000	0.01662
189.0000	0.01667
189.5000	0.01659
190.0000	0.01651
190.5000	0.01658
191.0000	0.0166
191.5000	0.01662
192.0000	0.01667
192.5000	0.01657
193.0000	0.01656
193.5000	0.01666
194.0000	0.01664
194.5000	0.01652
195.0000	0.01656
195.5000	0.01664
196.0000	0.01663
196.5000	0.01665
197.0000	0.01671
197.5000	0.01676
198.0000	0.01663
198.5000	0.01655
199.0000	0.01659
199.5000	0.01669
200.0000	0.01669
200.5000	0.01661
201.0000	0.01649
201.5000	0.01652
202.0000	0.01655
202.5000	0.0166
203.0000	0.0167
203.5000	0.0166
204.0000	0.01666
204.5000	0.01671
205.0000	0.01665
205.5000	0.01664
206.0000	0.01661
206.5000	0.01657
207.0000	0.01662
207.5000	0.01669
208.0000	0.01663
208.5000	0.0165
209.0000	0.01649
209.5000	0.01662
210.0000	0.01669
210.5000	0.0167
211.0000	0.01681
211.5000	0.01681
212.0000	0.01677
212.5000	0.01683
213.0000	0.01679
213.5000	0.01675
214.0000	0.01669
214.5000	0.01667
215.0000	0.01667
215.5000	0.01669
216.0000	0.0167
216.5000	0.01671
217.0000	0.01672
217.5000	0.01666
218.0000	0.0166
218.5000	0.0166
219.0000	0.01665
219.5000	0.01671
220.0000	0.01682
220.5000	0.01681
221.0000	0.01666
221.5000	0.01659
222.0000	0.01653
222.5000	0.01649
223.0000	0.0166
223.5000	0.01664
224.0000	0.01661
224.5000	0.01668
225.0000	0.01665
225.5000	0.01669
226.0000	0.01673
226.5000	0.0167
227.0000	0.01674
227.5000	0.01673
228.0000	0.01668
228.5000	0.01669
229.0000	0.01666
229.5000	0.01664
230.0000	0.01674
230.5000	0.01673
231.0000	0.01668
231.5000	0.0168
232.0000	0.01676
232.5000	0.01675
233.0000	0.01678
233.5000	0.01673
234.0000	0.01683
234.5000	0.01667
235.0000	0.01658
235.5000	0.01671
236.0000	0.01679
236.5000	0.0168
237.0000	0.01665
237.5000	0.01659
238.0000	0.01674
238.5000	0.01671
239.0000	0.01653
239.5000	0.0166
240.0000	0.01666
240.5000	0.01668
241.0000	0.01669
241.5000	0.01661
242.0000	0.01666
242.5000	0.01683
243.0000	0.0168
243.5000	0.01677
244.0000	0.01673
244.5000	0.01672
245.0000	0.01666
245.5000	0.01655
246.0000	0.01661
246.5000	0.01666
247.0000	0.01669
247.5000	0.01667
248.0000	0.01668
248.5000	0.01672
249.0000	0.01677
249.5000	0.01671
250.0000	0.01667
250.5000	0.01668
251.0000	0.01668
251.5000	0.01662
252.0000	0.01655
252.5000	0.01663
253.0000	0.01671
253.5000	0.01682
254.0000	0.01682
254.5000	0.01668
255.0000	0.01661
255.5000	0.0166
256.0000	0.01666
256.5000	0.01662
257.0000	0.01667
257.5000	0.0168
258.0000	0.01675
258.5000	0.01662
259.0000	0.01662
259.5000	0.01672
260.0000	0.0167
260.5000	0.01666
261.0000	0.0167
261.5000	0.01687
262.0000	0.01681
262.5000	0.01667
263.0000	0.01668
263.5000	0.01661
264.0000	0.0166
264.5000	0.01662
265.0000	0.01659
265.5000	0.01658
266.0000	0.01656
266.5000	0.01658
267.0000	0.0166
267.5000	0.0166
268.0000	0.01658
268.5000	0.01657
269.0000	0.01657
269.5000	0.0166
270.0000	0.0166
270.5000	0.01675
271.0000	0.01679
271.5000	0.01674
272.0000	0.01672
272.5000	0.01663
273.0000	0.01658
273.5000	0.01665
274.0000	0.01675
274.5000	0.01668
275.0000	0.01671
275.5000	0.01668
276.0000	0.01669
276.5000	0.01669
277.0000	0.01674
277.5000	0.01671
278.0000	0.01663
278.5000	0.01659
279.0000	0.01664
279.5000	0.01665
280.0000	0.01656
280.5000	0.0167
281.0000	0.0167
281.5000	0.01654
282.0000	0.01655
282.5000	0.01661
283.0000	0.01662
283.5000	0.01665
284.0000	0.01667
284.5000	0.01665
285.0000	0.01665
285.5000	0.01663
286.0000	0.01665
286.5000	0.01673
287.0000	0.01675
287.5000	0.01672
288.0000	0.01662
288.5000	0.01664
289.0000	0.01669
289.5000	0.01666
290.0000	0.0167
290.5000	0.01673
291.0000	0.01662
291.5000	0.01663
292.0000	0.01672
292.5000	0.01669
293.0000	0.01663
293.5000	0.01662
294.0000	0.01666
294.5000	0.01667
295.0000	0.01667
295.5000	0.01674
296.0000	0.01666
296.5000	0.01659
297.0000	0.0167
297.5000	0.01676
298.0000	0.01668
298.5000	0.01665
299.0000	0.01672
299.5000	0.01682
300.0000	0.01671
300.5000	0.01658
301.0000	0.01662
301.5000	0.01662
302.0000	0.01654
302.5000	0.01659
303.0000	0.0167
303.5000	0.01672
304.0000	0.01665
304.5000	0.01657
305.0000	0.01652
305.5000	0.01651
306.0000	0.01651
306.5000	0.01658
307.0000	0.01666
307.5000	0.01674
308.0000	0.01669
308.5000	0.01671
309.0000	0.01671
309.5000	0.01662
310.0000	0.01657
310.5000	0.01658
311.0000	0.01668
311.5000	0.01674
312.0000	0.01671
312.5000	0.01669
313.0000	0.01663
313.5000	0.01653
314.0000	0.01652
314.5000	0.01662
315.0000	0.01678
315.5000	0.01677
316.0000	0.01672
316.5000	0.01668
317.0000	0.01671
317.5000	0.0167
318.0000	0.01666
318.5000	0.01662
319.0000	0.01664
319.5000	0.01681
320.0000	0.01671
320.5000	0.01658
321.0000	0.01666
321.5000	0.01667
322.0000	0.01665
322.5000	0.01666
323.0000	0.01662
323.5000	0.01664
324.0000	0.01665
324.5000	0.01655
325.0000	0.01664
325.5000	0.01672
326.0000	0.01663
326.5000	0.0166
327.0000	0.01661
327.5000	0.01655
328.0000	0.01652
328.5000	0.01662
329.0000	0.01663
329.5000	0.01663
330.0000	0.01665
330.5000	0.01658
331.0000	0.01658
331.5000	0.01662
332.0000	0.0166
332.5000	0.01656
333.0000	0.01653
333.5000	0.01653
334.0000	0.01658
334.5000	0.01664
335.0000	0.01675
335.5000	0.01672
336.0000	0.01662
336.5000	0.01661
337.0000	0.01661
337.5000	0.01661
338.0000	0.01659
338.5000	0.01663
339.0000	0.01661
339.5000	0.01652
340.0000	0.01656
340.5000	0.01662
341.0000	0.01656
341.5000	0.01655
342.0000	0.01659
342.5000	0.01661
343.0000	0.01661
343.5000	0.0167
344.0000	0.01668
344.5000	0.01659
345.0000	0.01664
345.5000	0.0167
346.0000	0.01675
346.5000	0.01677
347.0000	0.01675
347.5000	0.01666
348.0000	0.01657
348.5000	0.01662
349.0000	0.01659
349.5000	0.01667
350.0000	0.01662
350.5000	0.01653
351.0000	0.0166
351.5000	0.01656
352.0000	0.01659
352.5000	0.01668
353.0000	0.01667
353.5000	0.01667
354.0000	0.0166
354.5000	0.01658
355.0000	0.01663
355.5000	0.0167
356.0000	0.01656
356.5000	0.0166
357.0000	0.01666
357.5000	0.01656
358.0000	0.01657
358.5000	0.01665
359.0000	0.01675
359.5000	0.01673
360.0000	0.01665
360.5000	0.01671
361.0000	0.01656
361.5000	0.01649
362.0000	0.01657
362.5000	0.01664
363.0000	0.01661
363.5000	0.01655
364.0000	0.01649
364.5000	0.01658
365.0000	0.01658
365.5000	0.01655
366.0000	0.01663
366.5000	0.01667
367.0000	0.01668
367.5000	0.01671
368.0000	0.0167
368.5000	0.01659
369.0000	0.01662
369.5000	0.01674
370.0000	0.01665
370.5000	0.01661
371.0000	0.01661
371.5000	0.01659
372.0000	0.01652
372.5000	0.01654
373.0000	0.01671
373.5000	0.01671
374.0000	0.01662
374.5000	0.01665
375.0000	0.01672
375.5000	0.01669
376.0000	0.01662
376.5000	0.0166
377.0000	0.01666
377.5000	0.01667
378.0000	0.01658
378.5000	0.01656
379.0000	0.01654
379.5000	0.01668
380.0000	0.01673
380.5000	0.01663
381.0000	0.01655
381.5000	0.01655
382.0000	0.01662
382.5000	0.01648
383.0000	0.01647
383.5000	0.01665
384.0000	0.01666
384.5000	0.01658
385.0000	0.0167
385.5000	0.01674
386.0000	0.01661
386.5000	0.01655
387.0000	0.01654
387.5000	0.01659
388.0000	0.01658
388.5000	0.0166
389.0000	0.01668
389.5000	0.01665
390.0000	0.01659
390.5000	0.01655
391.0000	0.01651
391.5000	0.01657
392.0000	0.01663
392.5000	0.01659
393.0000	0.01668
393.5000	0.01663
394.0000	0.01659
394.5000	0.01665
395.0000	0.01664
395.5000	0.01663
396.0000	0.0166
396.5000	0.01657
397.0000	0.01657
397.5000	0.01659
398.0000	0.01655
398.5000	0.0166
399.0000	0.01671
399.5000	0.0166
400.0000	0.01658
